article;date;client secteur1;Quantite;PU net
1119866;20/12/2019;Client_B;1;3.44
1114595;20/12/2019;Client_B;2;3.44
1599645;20/12/2019;Client_B;1;5.76
1559953;20/12/2019;Client_B;1;5.76
1549725;20/12/2019;Client_B;1;5.76
1519680;20/12/2019;Client_B;2;5.76
1519550;20/12/2019;Client_B;1;5.76
1518560;20/12/2019;Client_B;2;5.76
1517822;20/12/2019;Client_B;2;5.76
1515217;20/12/2019;Client_B;1;5.76
1514661;20/12/2019;Client_B;1;5.76
1511240;20/12/2019;Client_B;1;5.76
1499129;20/12/2019;Client_B;1;5.76
1458690;20/12/2019;Client_B;1;5.76
1413742;20/12/2019;Client_B;1;5.76
1412264;20/12/2019;Client_B;1;5.76
1411519;20/12/2019;Client_B;2;5.76
1411007;20/12/2019;Client_B;1;5.76
1409639;20/12/2019;Client_B;1;5.76
1317620;20/12/2019;Client_B;2;5.76
1317613;20/12/2019;Client_B;1;5.76
1314490;20/12/2019;Client_B;1;5.76
1307669;20/12/2019;Client_B;1;5.76
1181109;20/12/2019;Client_B;1;5.76
1114588;20/12/2019;Client_B;1;5.76
1901799;20/12/2019;Client_B;3;5.73
1716843;20/12/2019;Client_B;1;17.21
1708770;20/12/2019;Client_B;1;8.6
1708763;20/12/2019;Client_B;1;14.34
1708756;20/12/2019;Client_B;5;11.47
1596804;20/12/2019;Client_B;1;5.73
1533557;20/12/2019;Client_B;6;7.46
1521157;20/12/2019;Client_B;1;11.47
1521140;20/12/2019;Client_B;2;14.34
1521058;20/12/2019;Client_B;1;22.95
1520891;20/12/2019;Client_B;1;14.34
1517228;20/12/2019;Client_B;3;17.21
1512674;20/12/2019;Client_B;2;17.21
1510656;20/12/2019;Client_B;1;8.6
1154547;20/12/2019;Client_B;3;7.46
1115852;20/12/2019;Client_B;1;7.46
1797263;20/12/2019;Client_B;2;5.73
1594657;20/12/2019;Client_B;1;5.73
1521195;20/12/2019;Client_B;2;11.47
1521102;20/12/2019;Client_B;1;8.6
1521065;20/12/2019;Client_B;2;14.34
1517228;20/12/2019;Client_B;5;17.21
1154547;20/12/2019;Client_B;1;7.46
1959548;20/12/2019;Client_B;2;8.6
1722653;20/12/2019;Client_B;1;7.46
1722646;20/12/2019;Client_B;1;9.75
1722035;20/12/2019;Client_B;1;8.6
1721700;20/12/2019;Client_B;1;9.75
1721687;20/12/2019;Client_B;2;9.75
1522468;20/12/2019;Client_B;1;17.21
1430603;20/12/2019;Client_B;1;5.73
1422690;20/12/2019;Client_B;1;11.47
1422683;20/12/2019;Client_B;1;14.34
1122590;20/12/2019;Client_B;1;11.47
1122583;20/12/2019;Client_B;1;14.34
1121883;20/12/2019;Client_B;1;7.46
1717024;20/12/2019;Client_B;1;11.47
1521058;20/12/2019;Client_B;1;22.95
1517228;20/12/2019;Client_B;5;17.21
1512674;20/12/2019;Client_B;1;17.21
1119644;20/12/2019;Client_B;1;14.34
1959531;20/12/2019;Client_B;4;3.44
1918582;20/12/2019;Client_B;2;3.44
1916427;20/12/2019;Client_B;3;3.44
1915826;20/12/2019;Client_B;1;3.44
1904349;20/12/2019;Client_B;4;3.44
1520501;20/12/2019;Client_B;1;3.44
1518737;20/12/2019;Client_B;2;3.44
1516320;20/12/2019;Client_B;3;3.44
1515613;20/12/2019;Client_B;1;3.44
1514357;20/12/2019;Client_B;1;3.44
1511936;20/12/2019;Client_B;2;3.44
1509094;20/12/2019;Client_B;2;3.44
1509070;20/12/2019;Client_B;2;3.44
1420481;20/12/2019;Client_B;1;3.44
1320903;20/12/2019;Client_B;1;3.44
1319846;20/12/2019;Client_B;3;3.44
1314506;20/12/2019;Client_B;1;3.44
1305504;20/12/2019;Client_B;2;3.44
1305368;20/12/2019;Client_B;2;3.44
1175313;20/12/2019;Client_B;1;3.44
1121302;20/12/2019;Client_B;1;3.44
1120923;20/12/2019;Client_B;1;3.44
1113024;20/12/2019;Client_B;1;3.44
1102103;20/12/2019;Client_B;2;3.44
1719608;20/12/2019;Client_B;2;5.76
1599645;20/12/2019;Client_B;1;5.76
1519796;20/12/2019;Client_B;2;5.76
1519550;20/12/2019;Client_B;1;5.76
1517846;20/12/2019;Client_B;1;5.76
1515774;20/12/2019;Client_B;1;5.76
1514388;20/12/2019;Client_B;1;5.76
1514340;20/12/2019;Client_B;1;5.76
1512445;20/12/2019;Client_B;1;5.76
1511240;20/12/2019;Client_B;1;5.76
1499129;20/12/2019;Client_B;1;5.76
1458690;20/12/2019;Client_B;1;5.76
1414718;20/12/2019;Client_B;1;5.76
1413742;20/12/2019;Client_B;1;5.76
1412264;20/12/2019;Client_B;2;5.76
1411007;20/12/2019;Client_B;1;5.76
1405730;20/12/2019;Client_B;1;5.76
1392031;20/12/2019;Client_B;1;5.76
1306426;20/12/2019;Client_B;1;5.76
1120169;20/12/2019;Client_B;2;5.76
1119859;20/12/2019;Client_B;1;5.76
1117398;20/12/2019;Client_B;1;5.76
1116339;20/12/2019;Client_B;1;5.76
1114304;20/12/2019;Client_B;1;5.76
1111044;20/12/2019;Client_B;1;5.76
1716997;20/12/2019;Client_B;2;22.95
1521171;20/12/2019;Client_B;2;11.47
1517228;20/12/2019;Client_B;4;17.21
1510311;20/12/2019;Client_B;1;8.6
1102172;20/12/2019;Client_B;1;5.73
1752095;20/12/2019;Client_B;1;11.47
1517228;20/12/2019;Client_B;7;17.21
1510656;20/12/2019;Client_B;2;8.6
1302244;20/12/2019;Client_B;1;11.47
1717499;20/12/2019;Client_B;2;11.47
1717314;20/12/2019;Client_B;2;11.47
1564612;20/12/2019;Client_B;2;22.95
1521461;20/12/2019;Client_B;2;18.93
1521454;20/12/2019;Client_B;1;28.69
1918582;20/12/2019;Client_B;2;3.44
1910944;20/12/2019;Client_B;2;3.44
1907050;20/12/2019;Client_B;1;3.44
1904332;20/12/2019;Client_B;2;3.44
1747329;20/12/2019;Client_B;2;3.44
1720468;20/12/2019;Client_B;1;3.44
1717543;20/12/2019;Client_B;2;3.44
1575236;20/12/2019;Client_B;2;3.44
1572532;20/12/2019;Client_B;1;3.44
1549718;20/12/2019;Client_B;1;3.44
1519567;20/12/2019;Client_B;2;3.44
1518348;20/12/2019;Client_B;1;3.44
1518065;20/12/2019;Client_B;2;3.44
1515224;20/12/2019;Client_B;1;3.44
1514678;20/12/2019;Client_B;2;3.44
1513770;20/12/2019;Client_B;1;3.44
1510823;20/12/2019;Client_B;1;3.44
1509094;20/12/2019;Client_B;2;3.44
1499655;20/12/2019;Client_B;1;3.44
1488406;20/12/2019;Client_B;1;3.44
1430504;20/12/2019;Client_B;2;3.44
1420481;20/12/2019;Client_B;1;3.44
1420115;20/12/2019;Client_B;2;3.44
1319846;20/12/2019;Client_B;13;3.44
1305368;20/12/2019;Client_B;1;3.44
1302237;20/12/2019;Client_B;2;3.44
1121302;20/12/2019;Client_B;1;3.44
1709913;20/12/2019;Client_B;1;5.76
1703157;20/12/2019;Client_B;1;5.76
1572549;20/12/2019;Client_B;1;5.76
1549725;20/12/2019;Client_B;1;5.76
1516313;20/12/2019;Client_B;1;5.76
1515217;20/12/2019;Client_B;1;5.76
1514616;20/12/2019;Client_B;1;5.76
1514388;20/12/2019;Client_B;1;5.76
1512445;20/12/2019;Client_B;1;5.76
1511929;20/12/2019;Client_B;1;5.76
1511240;20/12/2019;Client_B;1;5.76
1458690;20/12/2019;Client_B;1;5.76
1419621;20/12/2019;Client_B;1;5.76
1416361;20/12/2019;Client_B;2;5.76
1414534;20/12/2019;Client_B;1;5.76
1412264;20/12/2019;Client_B;1;5.76
1411007;20/12/2019;Client_B;2;5.76
1409639;20/12/2019;Client_B;1;5.76
1405730;20/12/2019;Client_B;1;5.76
1392031;20/12/2019;Client_B;1;5.76
1307669;20/12/2019;Client_B;1;5.76
1306426;20/12/2019;Client_B;1;5.76
1119859;20/12/2019;Client_B;1;5.76
1114304;20/12/2019;Client_B;1;5.76
1100932;20/12/2019;Client_B;1;5.76
1717000;20/12/2019;Client_B;2;22.95
1708763;20/12/2019;Client_B;1;14.34
1521119;20/12/2019;Client_B;1;14.34
1521102;20/12/2019;Client_B;1;8.6
1521058;20/12/2019;Client_B;2;22.95
1520891;20/12/2019;Client_B;1;14.34
1517228;20/12/2019;Client_B;3;17.21
1302244;20/12/2019;Client_B;1;11.47
1717024;20/12/2019;Client_B;1;11.47
1521195;20/12/2019;Client_B;1;11.47
1521058;20/12/2019;Client_B;2;22.95
1518539;20/12/2019;Client_B;2;14.34
1517228;20/12/2019;Client_B;8;17.21
1798086;20/12/2019;Client_B;3;14.34
1717499;20/12/2019;Client_B;2;11.47
1717314;20/12/2019;Client_B;2;11.47
1564612;20/12/2019;Client_B;2;22.95
1521461;20/12/2019;Client_B;1;18.93
1517228;20/12/2019;Client_B;8;17.21
1709913;20/12/2019;Client_B;1;5.76
1559953;20/12/2019;Client_B;1;5.76
1518881;20/12/2019;Client_B;1;5.76
1518560;20/12/2019;Client_B;1;5.76
1517822;20/12/2019;Client_B;1;5.76
1516313;20/12/2019;Client_B;1;5.76
1515217;20/12/2019;Client_B;1;5.76
1514616;20/12/2019;Client_B;1;5.76
1514340;20/12/2019;Client_B;2;5.76
1512445;20/12/2019;Client_B;2;5.76
1510731;20/12/2019;Client_B;2;5.76
1509650;20/12/2019;Client_B;1;5.76
1458690;20/12/2019;Client_B;1;5.76
1413742;20/12/2019;Client_B;1;5.76
1411519;20/12/2019;Client_B;1;5.76
1409639;20/12/2019;Client_B;1;5.76
1405730;20/12/2019;Client_B;1;5.76
1314490;20/12/2019;Client_B;1;5.76
1119958;20/12/2019;Client_B;1;5.76
1117398;20/12/2019;Client_B;1;5.76
1116339;20/12/2019;Client_B;1;5.76
1114588;20/12/2019;Client_B;1;5.76
1114120;20/12/2019;Client_B;1;5.76
1111044;20/12/2019;Client_B;1;5.76
1717499;20/12/2019;Client_B;2;11.47
1717314;20/12/2019;Client_B;2;11.47
1564612;20/12/2019;Client_B;10;22.95
1721137;20/12/2019;Client_B;1;11.47
1521171;20/12/2019;Client_B;2;11.47
1521164;20/12/2019;Client_B;1;11.47
1521096;20/12/2019;Client_B;2;5.73
1521065;20/12/2019;Client_B;1;14.34
1517228;20/12/2019;Client_B;3;17.21
1154547;20/12/2019;Client_B;1;7.46
1114113;20/12/2019;Client_B;1;9.75
1599645;20/12/2019;Client_B;1;5.76
1559953;20/12/2019;Client_B;1;5.76
1519550;20/12/2019;Client_B;1;5.76
1518881;20/12/2019;Client_B;1;5.76
1515774;20/12/2019;Client_B;1;5.76
1515217;20/12/2019;Client_B;2;5.76
1514616;20/12/2019;Client_B;1;5.76
1504327;20/12/2019;Client_B;2;5.76
1499129;20/12/2019;Client_B;1;5.76
1458690;20/12/2019;Client_B;2;5.76
1421327;20/12/2019;Client_B;1;5.76
1418914;20/12/2019;Client_B;1;5.76
1412264;20/12/2019;Client_B;1;5.76
1400315;20/12/2019;Client_B;1;5.76
1317620;20/12/2019;Client_B;1;5.76
1181109;20/12/2019;Client_B;1;5.76
1121296;20/12/2019;Client_B;1;5.76
1121241;20/12/2019;Client_B;2;5.76
1119859;20/12/2019;Client_B;1;5.76
1117398;20/12/2019;Client_B;1;5.76
1114304;20/12/2019;Client_B;1;5.76
1914164;20/12/2019;Client_B;1;3.44
1909573;20/12/2019;Client_B;1;3.44
1611216;20/12/2019;Client_B;2;3.44
1593988;20/12/2019;Client_B;1;3.44
1572532;20/12/2019;Client_B;2;3.44
1549718;20/12/2019;Client_B;2;3.44
1518614;20/12/2019;Client_B;1;3.44
1518348;20/12/2019;Client_B;2;3.44
1515804;20/12/2019;Client_B;1;3.44
1515781;20/12/2019;Client_B;1;3.44
1514678;20/12/2019;Client_B;1;3.44
1510748;20/12/2019;Client_B;2;3.44
1508233;20/12/2019;Client_B;1;3.44
1505324;20/12/2019;Client_B;2;3.44
1504693;20/12/2019;Client_B;1;3.44
1418921;20/12/2019;Client_B;2;3.44
1409622;20/12/2019;Client_B;1;3.44
1409189;20/12/2019;Client_B;2;3.44
1309960;20/12/2019;Client_B;2;3.44
1309113;20/12/2019;Client_B;2;3.44
1305986;20/12/2019;Client_B;2;3.44
1305443;20/12/2019;Client_B;1;3.44
1305429;20/12/2019;Client_B;2;3.44
1302237;20/12/2019;Client_B;1;3.44
1190620;20/12/2019;Client_B;2;3.44
1121302;20/12/2019;Client_B;1;3.44
1120176;20/12/2019;Client_B;2;3.44
1118982;20/12/2019;Client_B;1;3.44
1113024;20/12/2019;Client_B;2;3.44
1104268;20/12/2019;Client_B;1;3.44
1913808;20/12/2019;Client_B;1;11.47
1901799;20/12/2019;Client_B;2;5.73
1521058;20/12/2019;Client_B;2;22.95
1517228;20/12/2019;Client_B;3;17.21
1510328;20/12/2019;Client_B;2;11.47
1302244;20/12/2019;Client_B;2;11.47
1154547;20/12/2019;Client_B;5;7.46
1721137;20/12/2019;Client_B;1;11.47
1716843;20/12/2019;Client_B;2;17.21
1708640;20/12/2019;Client_B;2;5.73
1521195;20/12/2019;Client_B;1;11.47
1521065;20/12/2019;Client_B;1;14.34
1517365;20/12/2019;Client_B;1;9.75
1302244;20/12/2019;Client_B;5;11.47
1717499;20/12/2019;Client_B;2;11.47
1717314;20/12/2019;Client_B;1;11.47
1564612;20/12/2019;Client_B;3;22.95
1521461;20/12/2019;Client_B;3;18.93
1321771;19/12/2019;Client_K;25;9.22
1321436;19/12/2019;Client_K;2;9.22
1519550;20/12/2019;Client_B;1;5.76
1519154;20/12/2019;Client_B;1;5.76
1518881;20/12/2019;Client_B;1;5.76
1518560;20/12/2019;Client_B;1;5.76
1517822;20/12/2019;Client_B;1;5.76
1517174;20/12/2019;Client_B;2;5.76
1515774;20/12/2019;Client_B;1;5.76
1514661;20/12/2019;Client_B;1;5.76
1514340;20/12/2019;Client_B;1;5.76
1512445;20/12/2019;Client_B;1;5.76
1511240;20/12/2019;Client_B;1;5.76
1510731;20/12/2019;Client_B;2;5.76
1509650;20/12/2019;Client_B;1;5.76
1507885;20/12/2019;Client_B;1;5.76
1499662;20/12/2019;Client_B;2;5.76
1458690;20/12/2019;Client_B;2;5.76
1419621;20/12/2019;Client_B;1;5.76
1411007;20/12/2019;Client_B;1;5.76
1405730;20/12/2019;Client_B;1;5.76
1306426;20/12/2019;Client_B;1;5.76
1904349;20/12/2019;Client_B;2;3.44
1719615;20/12/2019;Client_B;4;3.44
1572532;20/12/2019;Client_B;2;3.44
1520150;20/12/2019;Client_B;1;3.44
1518294;20/12/2019;Client_B;2;3.44
1517839;20/12/2019;Client_B;2;3.44
1516320;20/12/2019;Client_B;2;3.44
1513770;20/12/2019;Client_B;2;3.44
1509094;20/12/2019;Client_B;3;3.44
1504693;20/12/2019;Client_B;2;3.44
1493127;20/12/2019;Client_B;2;3.44
1486266;20/12/2019;Client_B;2;3.44
1436483;20/12/2019;Client_B;1;3.44
1430504;20/12/2019;Client_B;1;3.44
1418921;20/12/2019;Client_B;2;3.44
1411014;20/12/2019;Client_B;3;3.44
1406508;20/12/2019;Client_B;3;3.44
1390112;20/12/2019;Client_B;1;3.44
1319846;20/12/2019;Client_B;2;3.44
1315589;20/12/2019;Client_B;2;3.44
1120428;20/12/2019;Client_B;1;3.44
1120015;20/12/2019;Client_B;1;3.44
1113789;20/12/2019;Client_B;2;3.44
1100178;20/12/2019;Client_B;2;3.44
1901799;20/12/2019;Client_B;2;5.73
1716997;20/12/2019;Client_B;2;22.95
1596804;20/12/2019;Client_B;3;5.73
1521171;20/12/2019;Client_B;2;11.47
1521102;20/12/2019;Client_B;1;8.6
1517228;20/12/2019;Client_B;3;17.21
1510649;20/12/2019;Client_B;2;11.47
1503603;20/12/2019;Client_B;3;5.73
1752095;20/12/2019;Client_B;2;11.47
1717000;20/12/2019;Client_B;2;22.95
1708756;20/12/2019;Client_B;3;11.47
1521164;20/12/2019;Client_B;2;11.47
1520884;20/12/2019;Client_B;1;20.08
1154547;20/12/2019;Client_B;2;7.46
1102172;20/12/2019;Client_B;2;5.73
1797263;20/12/2019;Client_B;2;5.73
1708756;20/12/2019;Client_B;3;11.47
1521102;20/12/2019;Client_B;2;8.6
1521058;20/12/2019;Client_B;2;22.95
1520891;20/12/2019;Client_B;1;14.34
1176990;20/12/2019;Client_B;2;14.34
1907050;20/12/2019;Client_B;1;3.44
1864354;20/12/2019;Client_B;1;3.44
1709906;20/12/2019;Client_B;1;3.44
1665838;20/12/2019;Client_B;1;3.44
1622564;20/12/2019;Client_B;2;3.44
1549718;20/12/2019;Client_B;1;3.44
1514357;20/12/2019;Client_B;2;3.44
1412271;20/12/2019;Client_B;2;3.44
1411014;20/12/2019;Client_B;2;3.44
1392024;20/12/2019;Client_B;1;3.44
1355333;20/12/2019;Client_B;2;3.44
1320972;20/12/2019;Client_B;2;3.44
1319846;20/12/2019;Client_B;12;3.44
1318757;20/12/2019;Client_B;2;3.44
1314506;20/12/2019;Client_B;1;3.44
1312206;20/12/2019;Client_B;2;3.44
1307799;20/12/2019;Client_B;2;3.44
1302237;20/12/2019;Client_B;2;3.44
1121302;20/12/2019;Client_B;2;3.44
1120428;20/12/2019;Client_B;2;3.44
1120176;20/12/2019;Client_B;2;3.44
1119866;20/12/2019;Client_B;1;3.44
1102387;20/12/2019;Client_B;1;3.44
1752095;20/12/2019;Client_B;1;11.47
1717024;20/12/2019;Client_B;2;11.47
1716881;20/12/2019;Client_B;1;11.47
1521058;20/12/2019;Client_B;2;22.95
1517228;20/12/2019;Client_B;5;17.21
1510656;20/12/2019;Client_B;2;8.6
1503603;20/12/2019;Client_B;1;5.73
1708756;20/12/2019;Client_B;1;11.47
1521102;20/12/2019;Client_B;1;8.6
1521058;20/12/2019;Client_B;5;22.95
1518546;20/12/2019;Client_B;1;9.75
1517365;20/12/2019;Client_B;1;9.75
1503603;20/12/2019;Client_B;2;5.73
1901799;20/12/2019;Client_B;2;5.73
1716881;20/12/2019;Client_B;2;11.47
1708770;20/12/2019;Client_B;1;8.6
1521102;20/12/2019;Client_B;1;8.6
1520891;20/12/2019;Client_B;2;14.34
1517228;20/12/2019;Client_B;6;17.21
1176990;20/12/2019;Client_B;1;14.34
1708763;20/12/2019;Client_B;2;14.34
1708756;20/12/2019;Client_B;5;11.47
1520891;20/12/2019;Client_B;2;14.34
1517228;20/12/2019;Client_B;5;17.21
1564612;20/12/2019;Client_B;6;22.95
1521454;20/12/2019;Client_B;4;28.69
1985851;20/12/2019;Client_B;1;3.44
1904332;20/12/2019;Client_B;2;3.44
1791643;20/12/2019;Client_B;1;3.44
1720468;20/12/2019;Client_B;2;3.44
1709906;20/12/2019;Client_B;5;3.44
1691530;20/12/2019;Client_B;1;3.44
1604492;20/12/2019;Client_B;1;3.44
1581671;20/12/2019;Client_B;1;3.44
1518294;20/12/2019;Client_B;1;3.44
1516320;20/12/2019;Client_B;5;3.44
1515750;20/12/2019;Client_B;1;3.44
1505324;20/12/2019;Client_B;2;3.44
1504693;20/12/2019;Client_B;2;3.44
1486266;20/12/2019;Client_B;1;3.44
1481070;20/12/2019;Client_B;1;3.44
1430504;20/12/2019;Client_B;5;3.44
1392024;20/12/2019;Client_B;2;3.44
1314506;20/12/2019;Client_B;2;3.44
1311970;20/12/2019;Client_B;1;3.44
1307003;20/12/2019;Client_B;2;3.44
1305504;20/12/2019;Client_B;1;3.44
1119866;20/12/2019;Client_B;1;3.44
1117640;20/12/2019;Client_B;1;3.44
1111403;20/12/2019;Client_B;1;3.44
1107023;20/12/2019;Client_B;1;3.44
1104268;20/12/2019;Client_B;2;3.44
1916571;20/12/2019;Client_B;1;5.76
1717123;20/12/2019;Client_B;2;5.76
1599645;20/12/2019;Client_B;1;5.76
1549725;20/12/2019;Client_B;2;5.76
1518881;20/12/2019;Client_B;1;5.76
1518560;20/12/2019;Client_B;1;5.76
1518379;20/12/2019;Client_B;1;5.76
1517822;20/12/2019;Client_B;1;5.76
1514258;20/12/2019;Client_B;1;5.76
1513039;20/12/2019;Client_B;1;5.76
1511240;20/12/2019;Client_B;2;5.76
1421327;20/12/2019;Client_B;2;5.76
1416361;20/12/2019;Client_B;2;5.76
1414534;20/12/2019;Client_B;4;5.76
1412264;20/12/2019;Client_B;2;5.76
1181109;20/12/2019;Client_B;1;5.76
1121241;20/12/2019;Client_B;1;5.76
1119958;20/12/2019;Client_B;1;5.76
1114588;20/12/2019;Client_B;1;5.76
1102899;20/12/2019;Client_B;2;5.76
1797263;20/12/2019;Client_B;1;5.73
1717024;20/12/2019;Client_B;1;11.47
1716997;20/12/2019;Client_B;2;22.95
1521102;20/12/2019;Client_B;2;8.6
1521065;20/12/2019;Client_B;2;14.34
1521058;20/12/2019;Client_B;1;22.95
1517228;20/12/2019;Client_B;5;17.21
1115852;20/12/2019;Client_B;1;7.46
1985851;20/12/2019;Client_B;1;3.44
1719615;20/12/2019;Client_B;2;3.44
1713354;20/12/2019;Client_B;2;3.44
1609138;20/12/2019;Client_B;2;3.44
1581992;20/12/2019;Client_B;1;3.44
1572532;20/12/2019;Client_B;3;3.44
1519161;20/12/2019;Client_B;3;3.44
1518652;20/12/2019;Client_B;2;3.44
1516320;20/12/2019;Client_B;1;3.44
1515224;20/12/2019;Client_B;1;3.44
1513770;20/12/2019;Client_B;1;3.44
1511196;20/12/2019;Client_B;2;3.44
1505324;20/12/2019;Client_B;2;3.44
1488635;20/12/2019;Client_B;2;3.44
1481070;20/12/2019;Client_B;1;3.44
1458508;20/12/2019;Client_B;2;3.44
1418921;20/12/2019;Client_B;1;3.44
1409394;20/12/2019;Client_B;1;3.44
1409165;20/12/2019;Client_B;1;3.44
1392024;20/12/2019;Client_B;2;3.44
1390112;20/12/2019;Client_B;2;3.44
1319846;20/12/2019;Client_B;3;3.44
1315589;20/12/2019;Client_B;2;3.44
1312206;20/12/2019;Client_B;1;3.44
1307003;20/12/2019;Client_B;2;3.44
1119866;20/12/2019;Client_B;3;3.44
1117077;20/12/2019;Client_B;1;3.44
1111403;20/12/2019;Client_B;2;3.44
1752095;20/12/2019;Client_B;2;11.47
1716997;20/12/2019;Client_B;2;22.95
1716881;20/12/2019;Client_B;1;11.47
1521164;20/12/2019;Client_B;2;11.47
1521102;20/12/2019;Client_B;3;8.6
1517228;20/12/2019;Client_B;3;17.21
1510656;20/12/2019;Client_B;2;8.6
1510328;20/12/2019;Client_B;2;11.47
1510311;20/12/2019;Client_B;1;8.6
1302244;20/12/2019;Client_B;3;11.47
1717000;20/12/2019;Client_B;2;22.95
1716966;20/12/2019;Client_B;1;8.6
1521195;20/12/2019;Client_B;1;11.47
1521164;20/12/2019;Client_B;2;11.47
1521102;20/12/2019;Client_B;1;8.6
1521096;20/12/2019;Client_B;2;5.73
1517228;20/12/2019;Client_B;2;17.21
1320965;20/12/2019;Client_B;1;11.47
1904349;20/12/2019;Client_B;1;3.44
1717543;20/12/2019;Client_B;2;3.44
1665838;20/12/2019;Client_B;1;3.44
1599638;20/12/2019;Client_B;1;3.44
1593988;20/12/2019;Client_B;2;3.44
1589813;20/12/2019;Client_B;1;3.44
1559946;20/12/2019;Client_B;2;3.44
1549718;20/12/2019;Client_B;1;3.44
1519567;20/12/2019;Client_B;2;3.44
1517839;20/12/2019;Client_B;1;3.44
1515781;20/12/2019;Client_B;2;3.44
1511196;20/12/2019;Client_B;5;3.44
1509094;20/12/2019;Client_B;1;3.44
1508233;20/12/2019;Client_B;3;3.44
1486204;20/12/2019;Client_B;1;3.44
1482879;20/12/2019;Client_B;2;3.44
1430504;20/12/2019;Client_B;1;3.44
1420481;20/12/2019;Client_B;2;3.44
1414480;20/12/2019;Client_B;2;3.44
1320972;20/12/2019;Client_B;2;3.44
1317286;20/12/2019;Client_B;1;3.44
1309960;20/12/2019;Client_B;3;3.44
1307003;20/12/2019;Client_B;2;3.44
1305429;20/12/2019;Client_B;1;3.44
1302481;20/12/2019;Client_B;2;3.44
1190088;20/12/2019;Client_B;1;3.44
1121234;20/12/2019;Client_B;2;3.44
1119866;20/12/2019;Client_B;1;3.44
1118906;20/12/2019;Client_B;2;3.44
1533557;20/12/2019;Client_B;2;7.46
1517228;20/12/2019;Client_B;10;17.21
1102172;20/12/2019;Client_B;1;5.73
1721137;20/12/2019;Client_B;3;11.47
1716966;20/12/2019;Client_B;1;8.6
1716881;20/12/2019;Client_B;2;11.47
1517228;20/12/2019;Client_B;6;17.21
1503603;20/12/2019;Client_B;2;5.73
1959531;20/12/2019;Client_B;2;3.44
1909573;20/12/2019;Client_B;1;3.44
1713354;20/12/2019;Client_B;2;3.44
1604492;20/12/2019;Client_B;2;3.44
1594411;20/12/2019;Client_B;2;3.44
1593988;20/12/2019;Client_B;2;3.44
1589813;20/12/2019;Client_B;3;3.44
1559946;20/12/2019;Client_B;2;3.44
1518270;20/12/2019;Client_B;2;3.44
1517839;20/12/2019;Client_B;2;3.44
1517181;20/12/2019;Client_B;2;3.44
1511936;20/12/2019;Client_B;1;3.44
1499679;20/12/2019;Client_B;1;3.44
1486204;20/12/2019;Client_B;1;3.44
1482879;20/12/2019;Client_B;2;3.44
1481070;20/12/2019;Client_B;1;3.44
1419911;20/12/2019;Client_B;1;3.44
1414411;20/12/2019;Client_B;1;3.44
1413759;20/12/2019;Client_B;2;3.44
1412271;20/12/2019;Client_B;1;3.44
1319846;20/12/2019;Client_B;10;3.44
1318757;20/12/2019;Client_B;2;3.44
1117640;20/12/2019;Client_B;1;3.44
1116346;20/12/2019;Client_B;2;3.44
1104268;20/12/2019;Client_B;1;3.44
1909573;20/12/2019;Client_B;1;3.44
1720468;20/12/2019;Client_B;1;3.44
1719615;20/12/2019;Client_B;1;3.44
1665838;20/12/2019;Client_B;1;3.44
1611216;20/12/2019;Client_B;1;3.44
1519567;20/12/2019;Client_B;1;3.44
1519161;20/12/2019;Client_B;1;3.44
1510823;20/12/2019;Client_B;2;3.44
1510748;20/12/2019;Client_B;2;3.44
1509643;20/12/2019;Client_B;2;3.44
1509094;20/12/2019;Client_B;1;3.44
1501814;20/12/2019;Client_B;1;3.44
1499655;20/12/2019;Client_B;2;3.44
1436483;20/12/2019;Client_B;1;3.44
1418631;20/12/2019;Client_B;2;3.44
1414411;20/12/2019;Client_B;2;3.44
1412271;20/12/2019;Client_B;1;3.44
1409394;20/12/2019;Client_B;1;3.44
1402197;20/12/2019;Client_B;1;3.44
1397678;20/12/2019;Client_B;1;3.44
1392024;20/12/2019;Client_B;2;3.44
1320972;20/12/2019;Client_B;2;3.44
1319846;20/12/2019;Client_B;11;3.44
1318757;20/12/2019;Client_B;1;3.44
1314506;20/12/2019;Client_B;1;3.44
1312206;20/12/2019;Client_B;2;3.44
1302336;20/12/2019;Client_B;2;3.44
1302237;20/12/2019;Client_B;2;3.44
1196219;20/12/2019;Client_B;1;3.44
1114595;20/12/2019;Client_B;2;3.44
1918933;20/12/2019;Client_B;1;5.76
1719608;20/12/2019;Client_B;1;5.76
1520495;20/12/2019;Client_B;1;5.76
1519796;20/12/2019;Client_B;1;5.76
1519550;20/12/2019;Client_B;1;5.76
1518379;20/12/2019;Client_B;1;5.76
1517174;20/12/2019;Client_B;1;5.76
1516313;20/12/2019;Client_B;1;5.76
1515774;20/12/2019;Client_B;1;5.76
1513244;20/12/2019;Client_B;1;5.76
1512445;20/12/2019;Client_B;1;5.76
1511929;20/12/2019;Client_B;1;5.76
1511240;20/12/2019;Client_B;1;5.76
1509650;20/12/2019;Client_B;1;5.76
1509100;20/12/2019;Client_B;1;5.76
1499129;20/12/2019;Client_B;1;5.76
1458690;20/12/2019;Client_B;1;5.76
1419621;20/12/2019;Client_B;1;5.76
1414534;20/12/2019;Client_B;1;5.76
1412264;20/12/2019;Client_B;1;5.76
1411519;20/12/2019;Client_B;1;5.76
1411007;20/12/2019;Client_B;1;5.76
1405730;20/12/2019;Client_B;1;5.76
